C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/29/2020,00:00:00,REGULAR,0003932657,0002472222                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/29/2020,04:00:00,REGULAR,0003932673,0002472248                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/29/2020,08:00:00,REGULAR,0003933035,0002472342                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/29/2020,12:00:00,REGULAR,0003933604,0002472520                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/29/2020,16:00:00,REGULAR,0003933931,0002472718                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/29/2020,20:00:00,REGULAR,0003934342,0002473300                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/30/2020,00:00:00,REGULAR,0003934429,0002473412                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/30/2020,04:00:00,REGULAR,0003934445,0002473442                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/30/2020,08:00:00,REGULAR,0003934792,0002473518                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/30/2020,12:00:00,REGULAR,0003935365,0002473673                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/30/2020,16:00:00,REGULAR,0003935670,0002473846                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/30/2020,20:00:00,REGULAR,0003936118,0002474410                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/31/2020,00:00:00,REGULAR,0003936201,0002474540                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/31/2020,04:00:00,REGULAR,0003936221,0002474571                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/31/2020,08:00:00,REGULAR,0003936561,0002474644                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/31/2020,12:00:00,REGULAR,0003937086,0002474796                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/31/2020,16:00:00,REGULAR,0003937427,0002475022                                      
A060,R001,00-00-01,WHITEHALL S-FRY,R1W,BMT,01/31/2020,20:00:00,REGULAR,0003937831,0002475440                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/25/2020,00:00:00,REGULAR,0001058596,0000860928                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/25/2020,04:00:00,REGULAR,0001058613,0000860975                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/25/2020,08:00:00,REGULAR,0001058677,0000861012                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/25/2020,12:00:00,REGULAR,0001058801,0000861080                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/25/2020,16:00:00,REGULAR,0001058946,0000861218                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/25/2020,20:00:00,REGULAR,0001059067,0000861379                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/26/2020,00:00:00,REGULAR,0001059113,0000861480                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/26/2020,04:00:00,REGULAR,0001059129,0000861513                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/26/2020,08:00:00,REGULAR,0001059165,0000861552                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/26/2020,12:00:00,REGULAR,0001059273,0000861649                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/26/2020,16:00:00,REGULAR,0001059457,0000861813                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/26/2020,20:00:00,REGULAR,0001059629,0000862000                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/27/2020,00:00:00,REGULAR,0001059678,0000862101                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/27/2020,04:00:00,REGULAR,0001059682,0000862125                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/27/2020,08:00:00,REGULAR,0001059964,0000862217                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/27/2020,12:00:00,REGULAR,0001060437,0000862440                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/27/2020,16:00:00,REGULAR,0001060680,0000862700                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/27/2020,20:00:00,REGULAR,0001060985,0000863297                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/28/2020,00:00:00,REGULAR,0001061029,0000863409                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/28/2020,04:00:00,REGULAR,0001061043,0000863443                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/28/2020,08:00:00,REGULAR,0001061338,0000863536                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/28/2020,12:00:00,REGULAR,0001061790,0000863777                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/28/2020,16:00:00,REGULAR,0001062047,0000864014                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/28/2020,20:00:00,REGULAR,0001062370,0000864644                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/29/2020,00:00:00,REGULAR,0001062412,0000864815                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/29/2020,04:00:00,REGULAR,0001062418,0000864848                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/29/2020,08:00:00,REGULAR,0001062734,0000864934                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/29/2020,12:00:00,REGULAR,0001063207,0000865224                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/29/2020,16:00:00,REGULAR,0001063460,0000865505                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/29/2020,20:00:00,REGULAR,0001063794,0000866143                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/30/2020,00:00:00,REGULAR,0001063868,0000866296                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/30/2020,04:00:00,REGULAR,0001063876,0000866318                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/30/2020,08:00:00,REGULAR,0001064164,0000866392                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/30/2020,12:00:00,REGULAR,0001064655,0000866630                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/30/2020,16:00:00,REGULAR,0001064902,0000866861                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/30/2020,20:00:00,REGULAR,0001065264,0000867443                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/31/2020,00:00:00,REGULAR,0001065328,0000867590                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/31/2020,04:00:00,REGULAR,0001065337,0000867628                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/31/2020,08:00:00,REGULAR,0001065588,0000867736                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/31/2020,12:00:00,REGULAR,0001066049,0000867975                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/31/2020,16:00:00,REGULAR,0001066298,0000868255                                      
A060,R001,00-00-02,WHITEHALL S-FRY,R1W,BMT,01/31/2020,20:00:00,REGULAR,0001066646,0000868774                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/25/2020,00:00:00,REGULAR,0002935006,0000475440                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/25/2020,04:00:00,REGULAR,0002935011,0000475449                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/25/2020,08:00:00,REGULAR,0002935044,0000475455                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/25/2020,12:00:00,REGULAR,0002935122,0000475488                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/25/2020,16:00:00,REGULAR,0002935226,0000475516                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/25/2020,20:00:00,REGULAR,0002935296,0000475551                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/26/2020,00:00:00,REGULAR,0002935312,0000475565                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/26/2020,04:00:00,REGULAR,0002935322,0000475571                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/26/2020,08:00:00,REGULAR,0002935340,0000475576                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/26/2020,12:00:00,REGULAR,0002935402,0000475637                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/26/2020,16:00:00,REGULAR,0002935517,0000475693                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/26/2020,20:00:00,REGULAR,0002935619,0000475754                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/27/2020,00:00:00,REGULAR,0002935639,0000475768                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/27/2020,04:00:00,REGULAR,0002935641,0000475772                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/27/2020,08:00:00,REGULAR,0002935843,0000475798                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/27/2020,12:00:00,REGULAR,0002936182,0000475936                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/27/2020,16:00:00,REGULAR,0002936317,0000476012                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/27/2020,20:00:00,REGULAR,0002936595,0000476238                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/28/2020,00:00:00,REGULAR,0002936615,0000476256                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/28/2020,04:00:00,REGULAR,0002936617,0000476260                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/28/2020,08:00:00,REGULAR,0002936826,0000476300                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/28/2020,12:00:00,REGULAR,0002937136,0000476478                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/28/2020,16:00:00,REGULAR,0002937275,0000476552                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/28/2020,20:00:00,REGULAR,0002937559,0000476735                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/29/2020,00:00:00,REGULAR,0002937577,0000476769                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/29/2020,04:00:00,REGULAR,0002937579,0000476773                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/29/2020,08:00:00,REGULAR,0002937796,0000476809                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/29/2020,12:00:00,REGULAR,0002938138,0000477014                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/29/2020,16:00:00,REGULAR,0002938284,0000477088                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/29/2020,20:00:00,REGULAR,0002938613,0000477280                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/30/2020,00:00:00,REGULAR,0002938641,0000477311                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/30/2020,04:00:00,REGULAR,0002938647,0000477311                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/30/2020,08:00:00,REGULAR,0002938851,0000477348                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/30/2020,12:00:00,REGULAR,0002939179,0000477479                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/30/2020,16:00:00,REGULAR,0002939282,0000477549                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/30/2020,20:00:00,REGULAR,0002939617,0000477779                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/31/2020,00:00:00,REGULAR,0002939646,0000477804                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/31/2020,04:00:00,REGULAR,0002939647,0000477808                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/31/2020,08:00:00,REGULAR,0002939843,0000477838                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/31/2020,12:00:00,REGULAR,0002940142,0000477955                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/31/2020,16:00:00,REGULAR,0002940302,0000478035                                      
A060,R001,00-00-03,WHITEHALL S-FRY,R1W,BMT,01/31/2020,20:00:00,REGULAR,0002940601,0000478229                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/25/2020,00:00:00,REGULAR,0000825308,0000976027                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/25/2020,04:00:00,REGULAR,0000825316,0000976066                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/25/2020,08:00:00,REGULAR,0000825333,0000976093                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/25/2020,12:00:00,REGULAR,0000825385,0000976142                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/25/2020,16:00:00,REGULAR,0000825424,0000976239                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/25/2020,20:00:00,REGULAR,0000825454,0000976343                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/26/2020,00:00:00,REGULAR,0000825463,0000976396                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/26/2020,04:00:00,REGULAR,0000825469,0000976435                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/26/2020,08:00:00,REGULAR,0000825476,0000976460                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/26/2020,12:00:00,REGULAR,0000825520,0000976535                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/26/2020,16:00:00,REGULAR,0000825596,0000976620                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/26/2020,20:00:00,REGULAR,0000825660,0000976735                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/27/2020,00:00:00,REGULAR,0000825675,0000976794                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/27/2020,04:00:00,REGULAR,0000825676,0000976802                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/27/2020,08:00:00,REGULAR,0000825808,0000976877                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/27/2020,12:00:00,REGULAR,0000826037,0000977166                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/27/2020,16:00:00,REGULAR,0000826155,0000977346                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/27/2020,20:00:00,REGULAR,0000826594,0000977850                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/28/2020,00:00:00,REGULAR,0000826618,0000977934                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/28/2020,04:00:00,REGULAR,0000826624,0000977952                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/28/2020,08:00:00,REGULAR,0000826753,0000978056                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/28/2020,12:00:00,REGULAR,0000826967,0000978340                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/28/2020,16:00:00,REGULAR,0000827079,0000978553                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/28/2020,20:00:00,REGULAR,0000827529,0000979034                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/29/2020,00:00:00,REGULAR,0000827563,0000979134                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/29/2020,04:00:00,REGULAR,0000827565,0000979160                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/29/2020,08:00:00,REGULAR,0000827706,0000979250                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/29/2020,12:00:00,REGULAR,0000827915,0000979555                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/29/2020,16:00:00,REGULAR,0000828045,0000979769                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/29/2020,20:00:00,REGULAR,0000828485,0000980263                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/30/2020,00:00:00,REGULAR,0000828516,0000980352                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/30/2020,04:00:00,REGULAR,0000828523,0000980360                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/30/2020,08:00:00,REGULAR,0000828660,0000980448                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/30/2020,12:00:00,REGULAR,0000828885,0000980732                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/30/2020,16:00:00,REGULAR,0000829024,0000980912                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/30/2020,20:00:00,REGULAR,0000829495,0000981419                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/31/2020,00:00:00,REGULAR,0000829520,0000981527                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/31/2020,04:00:00,REGULAR,0000829523,0000981549                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/31/2020,08:00:00,REGULAR,0000829637,0000981627                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/31/2020,12:00:00,REGULAR,0000829832,0000981824                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/31/2020,16:00:00,REGULAR,0000829956,0000982058                                      
A060,R001,00-00-04,WHITEHALL S-FRY,R1W,BMT,01/31/2020,20:00:00,REGULAR,0000830334,0000982532                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/25/2020,00:00:00,REGULAR,0002379998,0003460260                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/25/2020,04:00:00,REGULAR,0002380013,0003460302                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/25/2020,08:00:00,REGULAR,0002380019,0003460330                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/25/2020,12:00:00,REGULAR,0002380055,0003460439                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/25/2020,16:00:00,REGULAR,0002380110,0003460623                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/25/2020,20:00:00,REGULAR,0002380160,0003460766                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/26/2020,00:00:00,REGULAR,0002380179,0003460863                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/26/2020,04:00:00,REGULAR,0002380187,0003460914                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/26/2020,08:00:00,REGULAR,0002380190,0003460948                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/26/2020,12:00:00,REGULAR,0002380219,0003461090                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/26/2020,16:00:00,REGULAR,0002380298,0003461254                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/26/2020,20:00:00,REGULAR,0002380368,0003461462                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/27/2020,00:00:00,REGULAR,0002380388,0003461578                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/27/2020,04:00:00,REGULAR,0002380389,0003461592                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/27/2020,08:00:00,REGULAR,0002380453,0003461755                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/27/2020,12:00:00,REGULAR,0002380616,0003462458                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/27/2020,16:00:00,REGULAR,0002380775,0003462767                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/27/2020,20:00:00,REGULAR,0002381436,0003463245                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/28/2020,00:00:00,REGULAR,0002381464,0003463392                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/28/2020,04:00:00,REGULAR,0002381477,0003463428                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/28/2020,08:00:00,REGULAR,0002381550,0003463638                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/28/2020,12:00:00,REGULAR,0002381704,0003464270                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/28/2020,16:00:00,REGULAR,0002381852,0003464639                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/28/2020,20:00:00,REGULAR,0002382513,0003465164                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/29/2020,00:00:00,REGULAR,0002382573,0003465308                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/29/2020,04:00:00,REGULAR,0002382580,0003465332                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/29/2020,08:00:00,REGULAR,0002382647,0003465517                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/29/2020,12:00:00,REGULAR,0002382786,0003466244                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/29/2020,16:00:00,REGULAR,0002382958,0003466634                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/29/2020,20:00:00,REGULAR,0002383637,0003467136                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/30/2020,00:00:00,REGULAR,0002383703,0003467289                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/30/2020,04:00:00,REGULAR,0002383710,0003467310                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/30/2020,08:00:00,REGULAR,0002383777,0003467527                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/30/2020,12:00:00,REGULAR,0002383918,0003468227                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/30/2020,16:00:00,REGULAR,0002384062,0003468557                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/30/2020,20:00:00,REGULAR,0002384769,0003468978                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/31/2020,00:00:00,REGULAR,0002384810,0003469125                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/31/2020,04:00:00,REGULAR,0002384822,0003469161                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/31/2020,08:00:00,REGULAR,0002384880,0003469331                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/31/2020,12:00:00,REGULAR,0002385029,0003469922                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/31/2020,16:00:00,REGULAR,0002385222,0003470304                                      
A060,R001,00-00-05,WHITEHALL S-FRY,R1W,BMT,01/31/2020,20:00:00,REGULAR,0002385826,0003470781                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/25/2020,00:00:00,REGULAR,0000536391,0000980102                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/25/2020,04:00:00,REGULAR,0000536410,0000980144                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/25/2020,08:00:00,REGULAR,0000536417,0000980173                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/25/2020,12:00:00,REGULAR,0000536456,0000980283                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/25/2020,16:00:00,REGULAR,0000536510,0000980429                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/25/2020,20:00:00,REGULAR,0000536578,0000980536                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/26/2020,00:00:00,REGULAR,0000536605,0000980610                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/26/2020,04:00:00,REGULAR,0000536613,0000980659                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/26/2020,08:00:00,REGULAR,0000536615,0000980691                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/26/2020,12:00:00,REGULAR,0000536653,0000980819                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/26/2020,16:00:00,REGULAR,0000536728,0000980985                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/26/2020,20:00:00,REGULAR,0000536792,0000981146                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/27/2020,00:00:00,REGULAR,0000536806,0000981218                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/27/2020,04:00:00,REGULAR,0000536809,0000981231                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/27/2020,08:00:00,REGULAR,0000536849,0000981475                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/27/2020,12:00:00,REGULAR,0000537003,0000982442                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/27/2020,16:00:00,REGULAR,0000537210,0000982732                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/27/2020,20:00:00,REGULAR,0000538130,0000982999                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/28/2020,00:00:00,REGULAR,0000538200,0000983097                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/28/2020,04:00:00,REGULAR,0000538214,0000983115                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/28/2020,08:00:00,REGULAR,0000538266,0000983415                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/28/2020,12:00:00,REGULAR,0000538396,0000984434                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/28/2020,16:00:00,REGULAR,0000538601,0000984747                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/28/2020,20:00:00,REGULAR,0000539532,0000985046                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/29/2020,00:00:00,REGULAR,0000539622,0000985173                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/29/2020,04:00:00,REGULAR,0000539638,0000985198                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/29/2020,08:00:00,REGULAR,0000539699,0000985448                                      
A060,R001,00-00-06,WHITEHALL S-FRY,R1W,BMT,01/29/2020,12:00:00,REGULAR,0000539819,0000986478                                      
